Ticker,Description,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Price to Book (FY),Price to Earnings Ratio (TTM),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Sector
IHTA,Invesco High Income 2024 Target Term Fund,,7.75153667,,-1.56328276,73.40081698,,-316.09041057,-87.4303751,,-316.10331633,-0.6777,,-316.09044686,-87.4303751,-8.5189376,,,0,,-2.95467052,84.41901412,0.304414,1.02625538,1.17769405,,-5.57107747,-7.5999341,-5.65207828,,0.78541167,,10.04090739,8.47643503,Miscellaneous
IHYF,Invesco High Yield Bond Factor ETF,,,,,,,,,,,,,,,,,,,,,,0.14409222,0.3574502,0.24843615,,,,,,,,,,Miscellaneous
IIF,"Morgan Stanley India Investment Fund, Inc.",,-5.92165774,,-6.39594832,88.75118613,,-143.71339154,-103.22051931,,-145.26748971,-3.3,,-144.29196402,-104.22118067,-17.35109495,,,-56.68789809,,,,0.99243856,0.86103711,1.1455904,,12.40108769,12.74662662,12.74662662,,0.8605768,6.16123399,,8.73481311,Miscellaneous
III,"Information Services Group, Inc.",-4.93973447,3.03600737,-1.9011544,6.94345644,38.86197152,-15.76349153,8.70873609,10.61771004,-33.14121037,30.4,0.3912,-33.17101117,27.02685298,6.89076981,2.63266806,-2.02049636,-0.46035011,7.27254601,,-80.50830347,2.69783105,1.23762376,2.55998702,2.15455992,0.074,6.80992598,15.84898787,8.92275265,2.8563153,1.96217994,13.02266199,60.93599288,0.6933291,Commercial Services
IIIN,"Insteel Industries, Inc.",-4.9422499,-21.48489657,-31.34482251,-66.85520247,10.07381529,-40.63673989,-72.67849421,5.34714135,-46.80851064,-73.93502599,1.66,-46.74869853,-74.07028182,4.99316069,-6.46237388,0.47846568,,,183.0116446,,17.25678848,1.33189345,2.99618556,2.94213211,0.115,7.00150333,8.40584558,,4.23674575,,16.81958109,4.86715333,0.83991435,Producer Manufacturing
IIIV,"i3 Verticals, Inc.",0.06285154,41.82416876,-1.05657123,51.4584507,67.66175258,6.6410599,54.05626878,6.93823106,-22340,-247.62550882,-0.7686,-14419.44444444,-283.71101638,-5.38032228,18.1822645,-0.81560452,0.89510121,41.62657694,-48.87101763,-2.80578107,13.70972309,1.03148751,4.15502906,3.49283871,0.403333,-1.06650695,-4.12141179,-1.53281175,0.95002268,1.94624613,,12.02355122,1.19357558,Technology Services
IIM,Invesco Value Municipal Income Trust,,-74.3325955,,-111.88650992,-35.26479683,,-2148.21967797,-725.7413614,,-2148.79518072,-1.8665,,-2148.2196012,-725.7413614,-18.8215381,,,-23.66123588,,-21.09559228,238.51556888,0.88353414,1.30612028,1.19046222,,-8.0305211,-12.95880061,-8.12607965,,0.76308148,,16.33429866,38.95984536,Miscellaneous
IIPR,"Innovative Industrial Properties, Inc.",0.5127059,35.10518159,0.49134562,29.18171943,74.01097847,0.09488772,28.32224085,60.07258674,0.24414063,21.24193053,5.5216,0.40509685,35.3680146,55.56251108,15.84158511,-0.70366098,0.07990001,-7.29233515,,24.78336222,-50.56755886,1.46417007,3.22260401,2.6840051,1.4175,6.64977581,8.16107541,7.07243796,,1.03446033,12.75737182,45.63687913,6.92656595,Finance
IJT,iShares S&P SmallCap 600 Growth ETF,,,,,,,,,,,,,,,,,,,,,,0.55885085,1.53648454,1.04057207,,,,,,,,,,Miscellaneous
ILPT,Industrial Logistics Properties Trust,-1.78943932,76.53337821,57.6985145,26.88117175,45.48358757,-0.04048795,78.71036382,29.06420439,-4.02843602,-289.92679996,-3.4768,-4.11997097,-290.0347644,-58.44478051,197.40599971,0.48099584,1.27577867,408.25379301,,-18.68752305,22.15091549,10.35940803,6.14000396,5.6408622,,-2.1915975,-15.93468867,-2.45652732,,0.20813328,,11.99124388,0.38326872,Finance
IMCV,iShares Morningstar Mid-Cap Value ETF,,,,,,,,,,,,,,,,,,,,,,0.71749654,1.27922113,0.94879671,,,,,,,,,,Miscellaneous
IMKTA,"Ingles Markets, Incorporated",3.85805485,13.85177557,3.73094878,9.16557178,23.12035301,12.3272456,7.76472633,6.60830034,19.04137188,12.77959286,14.36,19.04236589,9.22089279,4.80307891,14.44286883,2.82301397,-0.4003462,-3.09112535,617.03593636,32.70375601,3.87208818,2.23506744,2.30448046,2.25187025,,9.87925877,17.59042004,12.15260891,1.32424723,1.17330893,6.57301236,21.18527684,0.26238511,Retail Trade
IMMR,Immersion Corporation,-1.2864009,9.60984924,-0.28977108,9.94772044,97.8783703,-6.32468668,38.35608927,63.4928889,-14.38848921,132.84987277,0.9151,-15.10026576,145.62640179,79.72751619,8.31244303,2.72679309,-47.90874525,-67.11165049,48.48140789,134.40458104,104.30306024,1.35951662,2.34488688,2.07381912,0.2265,22.68884574,27.57696765,27.56379852,7.68600183,1.36594982,5.14717214,7.24795132,5.88741505,Electronic Technology
IMXI,"International Money Express, Inc.",16.30162604,19.55501622,36.23728198,30.32728273,9.99968347,113.86212009,25.98922378,2.73853361,32.87801779,23.90850655,1.4843,31.11715695,22.38968469,12.09808287,50.37235417,25.30257801,75.95771213,121.1257266,-225.26455026,-96.43460228,0.50792914,1.45366445,3.1280768,2.61182992,0.494454,12.66153322,36.57414403,18.91040027,2.28783737,4.09057921,11.07509097,201.052711,1.16653404,Commercial Services
INBK,First Internet Bancorp,10.58634455,7.09464114,,,,,,22.4270422,,-23.19606867,3.7041,,-26.13168724,19.87729444,7.88673648,4.78107919,0.0108403,16.20068061,74.4057971,235.44488712,14.12679948,3.89261745,4.74591032,7.07061489,0.408,0.3460208,4.34980769,1.5585101,,0.37632309,9.08927286,24.46237575,0.62184457,Finance
INBS,Intelligent Bio Solutions Inc.,-3.04622171,,67.20337107,,-50.92515387,-15.89074621,6.45724537,-729.92245829,80.05976827,6.57244253,-10.5831,58.08700507,-27.99969564,-845.88725025,-16.17173756,-2.94402289,-20.99815402,,87.6171629,-107.97322819,-618.56577281,4.63963964,20.3652342,19.47539876,-0.64,-93.64355192,-203.98725775,-190.14188854,0.48414455,0.14108785,,,0.42644897,Health Services
INDB,Independent Bank Corp.,2.53119942,43.63492468,,,,,,47.00090332,-2.95215952,63.97923875,5.6868,-2.93084733,118.04168871,34.94239689,-5.52910252,-0.16917745,10.99483062,-19.51063889,,181.66612004,50.04966927,4.43956044,3.69221881,5.71807139,1.245,1.33981453,9.17972809,7.67985005,,0.75133226,8.13099944,,2.34302833,Finance
INDI,"indie Semiconductor, Inc.",28.81439731,128.86267867,21.86508905,155.24379725,45.40375642,2.28131883,-53.19814427,-107.51915666,83.2791034,70.91284987,-0.3658,81.95502158,50.70646495,-39.17073567,28.86790765,-1.60488522,-0.17051683,2224.45204612,-21.06873228,-41.57877643,-74.75382907,2.68825911,6.06805796,4.4743019,-0.078333,-23.09600329,-39.81810187,-31.81024914,2.29201882,2.38550975,,,4.59398428,Electronic Technology
INDY,iShares India 50 ETF,,,,,,,,,,,,,,,,,,,,,,1.16784978,0.64325218,0.45887734,,,,,,,,,,Miscellaneous
INFA,Informatica Inc.,2.88891747,4.22857855,2.63720142,7.18712344,66.96006559,-11.01175325,-28.33247975,1.60665144,-30.01958864,46.85412027,-0.1909,-31.0363202,46.28686367,-3.56616558,-0.30812655,0.25404865,-0.381966,-0.9983467,-49.29360016,-11.6397235,12.79015997,1.7699115,2.86158413,2.74440865,0.228227,-6.03915898,-14.80335778,-7.55435423,,2.65928422,,25.95056837,3.6549579,Technology Services
INFN,Infinera Corporation,-4.04182873,10.38706712,-2.81908324,8.16761747,33.1431528,-30.63097514,63.99124132,-3.16626431,-137.3015873,57.32847602,-0.3514,-140.93935791,55.47260186,-4.83352212,5.16083426,-0.76633554,2.39398358,31.89987536,50.89152253,-530.99388725,-5.31469412,3.66666667,4.56316634,4.16844146,-0.014619,-0.46776742,-5.03637184,-0.84063966,0.99756598,3.71133768,,,0.41552859,Electronic Technology
INGR,Ingredion Incorporated,-3.18203088,15.25964607,-9.44558522,12.24643125,18.80191291,-12.99435028,10.567297,9.8036748,-14.91305112,325.52587356,7.3433,-14.65968586,320.51282051,6.19179461,8.02971853,-0.58862001,-6.74497916,19.13662661,,-260.86956522,-1.86257236,1.7907532,1.97455308,2.04533014,1.963868,7.6589499,17.59926414,11.25379865,0.98430233,1.95119609,10.90766933,50.324248,0.76564399,Consumer Non-Durables
INN,"Summit Hotel Properties, Inc.",6.63987323,86.69424136,27.59178642,5786.73333333,13.06817425,11.17583016,170.85926312,8.56703098,85.68548387,79.90765007,-0.161,,,0.21696179,33.43932762,0.17931107,-1.08441496,35.90069814,256.7441273,103.84287121,13.78521374,2.69541779,3.27131966,3.06364782,-0.115,-0.02049246,-0.06593797,-0.02556513,,0.62211083,,8.70989038,0.81044818,Finance
INNV,InnovAge Holding Corp.,2.51247544,-1.51050613,-2.49667245,-29.29566563,12.47938124,-806.12745098,-257.87852866,-5.59217076,-68.50715746,-523.7006237,-0.3,-68.58220211,-523.72335531,-5.91102579,5.56660993,4.35540835,-2.23497813,28.32415606,-58.48191741,,0.30068872,0.83487941,5.4632633,4.36380563,-0.036844,-7.03027705,-12.93952404,-10.12901274,1.4498417,2.47430703,,354.32306651,1.0654095,Technology Services
INOD,Innodata Inc.,4.3314401,13.2549638,12.45691777,7.08009136,35.01474665,,-908.73417722,-13.0099619,62.12710765,-596.65605096,-0.4375,61.48393195,-613.38912134,-15.1074037,-18.87127007,5.02696652,-3.26826058,-25.05546751,1228.04878049,-1088.76117497,-9.79987595,2.41172833,7.06099433,4.44290849,,-16.18863762,-39.44040506,-33.14511575,1.209559,9.74424104,,198.04632588,2.43678259,Technology Services
INPX,Inpixon,-33.7306701,21.40043764,59.41255007,19.06625664,43.8665156,-11.15947764,14.71014321,-226.98012154,86.50903025,36.46221285,-34.1203,58.71510698,8.33056178,-326.4702853,-63.21318925,1.79890995,-7.9006918,184.25872925,33.31580608,8.72268325,-176.16644351,7.01754386,15.9480889,11.09064638,,-69.180193,-93.60902256,-92.53917138,0.8642184,0.01060277,,,0.24478508,Technology Services
INSE,"Inspired Entertainment, Inc.",21.81818182,36.62039253,15.84158416,58.09352518,61.59775753,51.61290323,74.26900585,17.30903994,,,0.768,,,7.81359495,-6.72294242,11.69036335,3.04981362,-10.54263566,124.13793103,,4.73020322,2.62361251,4.35896985,3.60365113,0.34818,5.26154787,,7.15771952,1.16837782,-4.47691493,16.74785822,7.76264227,0.96547701,Technology Services
INSG,Inseego Corp.,5.43961885,-6.50764675,4.02072305,-11.7467799,26.56090134,-56.86541738,-32.1896569,-22.38029047,4.6641791,-29.94873817,-0.6591,3.29153605,-41.23428571,-27.7059224,-12.04459121,-2.56137147,-0.10979087,2.54756683,-35.2461174,-15.36164565,-14.17315131,4.40625,7.2123045,5.30842793,-0.02,-23.42853167,,-37.30354711,0.86309063,-0.50306293,,,0.159532,Electronic Technology
INSI,Insight Select Income Fund,,-51.0278104,,-56.6937858,76.79954981,,-143.89727798,-245.62012953,,-143.84702764,-1.288,,-143.82679411,-245.65277959,-14.88838932,,,-100,,,,1.68253327,1.13323237,2.0935747,,-6.72474993,-6.94199569,-6.85576864,,0.82223276,,,27.47424098,Miscellaneous
INST,"Instructure Holdings, Inc.",1.72846022,17.2273603,5.40087692,-2.11090671,48.37413772,2.51687033,22.61243457,-0.73128028,7.7294686,61.67275036,-0.2415,7.45551151,61.38657405,-7.20589906,0.92357139,5.59173617,-0.57197722,-1.77766913,,32.75742437,28.18448886,4.44353852,2.82508533,3.08060495,0.202188,-1.78469772,-3.02854756,-2.1718952,0.98809957,2.78077981,,26.19878517,7.03407632,Technology Services
INSW,"International Seaways, Inc.",1.76679553,214.75957727,-3.20403001,,54.36304963,-1.63565683,2864.20662164,49.00769145,-10.4966497,,7.782,-10.93128197,,44.81662193,11.44350983,3.27143763,2.80126734,-4.55297984,-52.97051623,,19.7704929,1.87593264,3.03036728,2.46602403,1.6616,26.22567754,46.17947425,28.87879589,2.26079642,1.55822279,3.55600931,5.34316558,2.01994534,Transportation
INTA,"Intapp, Inc.",2.81991654,28.96376314,0.23729963,39.21934196,66.39952347,43.96355353,40.4543485,-19.39619178,39.06416164,33.62837298,-1.0798,36.79396043,30.35072935,-19.78636145,27.20276368,22.03587493,29.20479842,,197.25387087,195.7718894,7.31689244,4.41303721,3.67995295,4.23036895,0.028889,-12.36068084,-23.25445075,-22.64037112,0.93708478,6.98787723,,90.37518405,6.61265501,Technology Services
INTC,Intel Corporation,10.53350405,-20.20905042,15.71856287,-38.81346604,42.31452406,51.76715177,-54.34130402,3.704761,,-59.97076806,1.9445,,-59.66378095,12.70974086,8.13332067,0.17592807,-2.44067392,10.06843633,66.51445967,-199.53425792,-15.25200622,1.80815201,3.01319065,4.05209777,0.219649,-0.51790915,-0.91181052,-0.6559523,1.15423105,1.33667427,,,2.54427726,Electronic Technology
INTE,Integral Acquisition Corporation 1,,,,,,-65.75467674,-190.35158173,,-280.57324841,-288.75968992,-0.1003,-221.01516428,-288.17690769,,0.35252262,-72.97339709,,,4.34960849,-70.45046543,,0.18639329,0.05866379,0.09584569,,-0.08361494,-0.09607867,-0.09607867,0.19062526,1.40507556,,,,Finance
INTG,The Intergroup Corporation,-9.59476396,21.9996188,-33.40744858,21.34493671,13.31261826,-24.66922749,16.32047478,7.52686305,-2167.76397516,22.65854094,-3.0331,-2162.35955056,22.97374756,-11.66351311,-2.92591594,-2.02659962,-0.20744444,-1.54632924,,,7.55290156,0,6.07705917,4.46365481,,-5.40973575,,-9.46718049,,-0.93010364,,15.20979315,1.14880065,Consumer Services
INTU,Intuit Inc.,-54.93519442,12.90271884,-61.80597926,8.46122779,74.76336303,-92.86435544,16.77514793,21.86108018,-95.73536192,15.80018145,8.424,-95.73550551,15.39206196,16.59242762,0.1658614,-3.94523011,-7.04558088,-11.28647215,-77.11187215,30.76502732,33.31013363,1.74478133,2.57591753,2.90812206,1.97787,8.58882444,14.14417087,10.08737597,1.46622691,7.80726185,57.06299848,28.42949645,9.46990326,Technology Services
INTZ,Intrusion Inc.,12.14667685,3.46296551,18.31357049,-10.25365434,55.45225129,31.62464986,20.61147186,-216.27042104,34.89096573,21.53110048,-0.82,33.90367554,13.68471439,-215.55319432,0.45489007,-10.19585253,0.23650646,223.12964021,48.91175307,22.6547869,-181.02005578,6.75545124,14.88449411,12.36020696,-0.11,-185.52761484,,,0.06326297,-1.60860604,,,1.06698269,Technology Services
INVE,"Identiv, Inc.",13.68619456,8.81380759,18.17579505,10.65501703,35.66753753,84.15015641,48.57737682,-0.11601647,52.40601504,-419.00452489,-0.0705,57.92570798,-124.19753086,-0.3471638,6.83785604,5.82277761,11.1363793,106.4340734,,-1263.09662398,-10.36974715,4.48818898,5.00843295,6.58982887,0.02,-2.88770156,-4.06627831,-3.92997966,1.56134845,1.95504155,,,1.29968468,Electronic Technology
INVH,Invitation Homes Inc.,-0.10318065,17.92033327,-10.3938549,39.24320344,30.89052041,-5.60297981,22.09830106,25.77495918,-19.02834008,37.61520737,0.4778,-4.40166161,41.4113528,16.1258879,-0.00613879,4.98290526,9.83793609,-2.87132256,,4.47550462,32.09083174,6.42330642,2.25021757,2.55221793,0.182771,2.53756415,4.709978,2.62552876,,1.7380471,53.65920763,,7.40685527,Finance
IOAC,Innovative International Acquisition Corp.,,,,,,23.16268957,-3333.97642015,,-977.14285714,-1929.57746479,-0.1441,-679.58063584,-1917.97670462,,0.93331254,2.4089557,66.55518395,,-11.69810501,-205.75210189,,15.76470588,9.89381706,28.28489732,,-1.64287443,-1.90340376,-1.90340376,0.01491807,1.24525704,,,,Finance
IONM,Assure Holdings Corp.,-56.55968468,-62.40065771,-40700,-160.13081395,-75.38265306,-67.1835443,-1896.44619941,-221.24635569,60.19220424,-752.21238938,-40.0608,-21.97496523,-992.59796807,-274.34402332,-49.90807494,-4.34597761,0.65976804,-9.54751702,-289.20224719,38.50746269,-73.19606414,3.72505543,21.48173859,8.29563097,-0.15,,,,2.59651922,0.04356339,,,,Health Services
IONQ,"IonQ, Inc.",28.70478413,430.30014293,-11.86556927,,23.20546222,-17.26136017,-121.76042503,-770.33510017,-58.8579795,54.80840088,-0.2453,-59.9165996,54.31506978,-435.8188842,-6.88056498,-1.88290283,0.0481232,-3.82331988,-15.41333333,-57.64383242,-485.43706765,5.44904137,7.81523621,7.98708544,-0.1775,-19.04536941,-20.37522269,-20.20924567,16.56191806,3.51581598,,,122.99379953,Electronic Technology
IOSP,Innospec Inc.,-5.7299843,32.37832008,1.75913396,36.51471985,29.28145847,-12.32604374,31.61473088,9.53811682,-13.01503759,42.12338824,5.3238,-12.95180723,42.85714286,6.77292866,2.08797505,-0.81891509,-6.32653061,27.24719101,841.46341463,-22.18114603,2.143912,0.89376915,1.96947221,1.2829573,1.446667,7.77541786,11.69390306,11.34312273,1.36420937,2.34473287,19.42654384,17.69941961,1.21910389,Process Industries
IOT,Samsara Inc.,7.31059123,52.34098682,9.28571915,54.63945686,72.00867373,15.78364516,40.01657575,-39.59864837,12.49030256,31.50626424,-0.4811,11.62461684,30.30837352,-37.91646553,3.13018,2.75788122,0.48871681,-15.20419426,-40.71653048,28.59710534,-20.88147178,3.69188696,5.04592385,5.48400889,0.007553,-15.13260427,-25.40104419,-22.95446545,1.7985672,12.27110423,,,14.97173802,Technology Services
IP,International Paper Company,-6.73306773,9.28575117,-5.18909411,11.35597032,23.40154057,5.75139147,9.47409126,8.16596569,31.61462613,65.91123702,4.7439,29.06976744,55.16934046,8.22739946,-5.16182704,-0.37019898,0.13134328,0.85756898,6425,-16.07022282,5.87401352,2.54055709,2.08559654,2.6165875,0.419777,6.19217809,17.37834585,9.17231365,1.12244898,1.3761345,7.85467209,12.83703663,0.5715358,Process Industries
IPAR,"Inter Parfums, Inc.",18.99988359,23.55124864,,24.69375222,63.90466874,,31.99761976,18.59397618,,37.69166333,3.7806,,38.35558454,11.12940377,14.33211213,,,13.923074,,,7.4903396,0.78855025,3.1926932,2.96136806,0.454725,,,,,6.57271764,,,,Consumer Non-Durables
IPG,"Interpublic Group of Companies, Inc. (The)",0.45002813,6.70950228,21.74047693,0.10196928,14.3734329,17.76298269,1.56015255,13.57638317,-8.00233645,-0.73172771,2.3741,-8.21092279,-1.55331654,8.58361244,-5.34526751,,-32.7208124,-5.56412287,,-77.09408073,3.94132396,1.73976078,2.50276114,3.23497334,1.158879,,,,,2.97299617,11.70141785,,0.99679595,Commercial Services
IPGP,IPG Photonics Corporation,-2.07475214,-2.14346344,-11.05361118,-19.29196256,38.68540174,1.04027917,-28.39885637,16.18715579,4.33780885,-58.19273608,2.1583,3.63515424,-60.5234613,7.68837961,-13.47593785,0.94569542,-50.47762009,-34.54207665,956.01135191,-61.54873365,7.17066315,1.1224034,2.5879422,2.40571785,1.016994,3.68395384,4.20126699,4.18976,6.27891598,1.80778802,41.87155277,37.93482809,3.10352199,Electronic Technology
IPI,"Intrepid Potash, Inc",-6.77059365,24.87163932,-6.13264209,158.68548956,41.30930657,-2.72738053,113.57884323,31.8892786,-4.31428571,-71.22381596,5.3686,-4.46071904,-71.09280562,21.39420798,3.56085253,-0.58977016,-61.65816009,7.92303339,,-67.74857451,5.66345151,1.5830492,3.54602098,2.5424355,-0.112743,3.22294048,3.59003146,3.57778516,1.30467769,0.36897128,10.61402613,,0.86403862,Non-Energy Minerals
IPKW,Invesco International BuyBack Achievers ETF,,,,,,,,,,,,,,,,,,,,,,0.74827896,0.90914687,0.46342722,,,,,,,,,,Miscellaneous
IPW,iPower Inc.,15.69072867,11.94127089,16.15531408,4.81196732,39.14134914,-73.10274228,-429.27069499,-11.7247119,-93.39805825,-837.54578755,-0.4027,-93.52990525,-888.29877296,-13.45907127,-22.39423923,1.03053381,8.25477275,-26.02301971,21.15581287,,10.69869617,2.34395833,14.53411568,4.43848944,-0.06,-17.04453482,-44.89851147,-26.13703339,0.81420184,0.68624662,,1.5090552,0.16144923,Retail Trade
IPWR,Ideal Power Inc.,20256.47590361,-64.73467164,17.67547652,100,0,10.29237188,-52.53121656,-3612.43426199,9.92179863,-45.31989047,-1.1675,9.81726553,-50.71162654,-3536.86494251,-25.03378613,-5.96048609,-6.30603113,-18.03166201,4.38269137,-51.8234134,-3230.47783971,0.27249357,5.58315619,4.91139401,-0.43,-42.7750498,-47.40262568,-46.86748209,16.90534808,2.57384929,,,295.02304315,Electronic Technology
IQI,Invesco Quality Municipal Income Trust,,-92.94424342,,-106.82254883,-81.68690948,,-136838.24610537,-2636.41764769,,-1830.69767442,-1.6604,,-1830.4455389,-2959.10862438,-18.75446599,,,-22.55923978,,-90.8185544,108.21458985,0.48263027,1.05417155,0.87340198,,-8.88407083,-14.07553447,-8.98585931,,0.75309789,,132.7385528,143.64248049,Miscellaneous
IQV,"IQVIA Holdings, Inc.",2.33837689,3.89797536,3.45528455,15.55292726,27.10124827,9.80662983,10.62639821,12.73925104,3.81779025,15.54766038,5.724,2.76816609,12.93995859,7.56588072,2.62465065,1.15389098,4.37793165,4.59887183,-4.34782609,-31.10338836,10.99861304,2.16863481,2.58049615,2.43863307,2.443714,4.34498206,19.74774775,5.97682345,0.8144582,5.89021637,31.41438609,21.58025411,2.3294188,Health Services
IR,Ingersoll Rand Inc.,3.51071012,14.82610046,6.29590766,19.47330273,33.43305782,7.20384205,25.02143061,14.87078072,11.65862332,32.18493395,1.481,11.42147734,28.73490146,9.96399777,-2.56425484,0.22407469,-0.51724138,-18.77279796,34.07707911,38.86470802,12.9422105,1.71601615,2.48701055,2.05665836,0.686756,4.7042735,7.56388903,5.82658294,1.61671079,2.63931402,34.83747165,26.58542876,3.78938732,Producer Manufacturing
IRBT,iRobot Corporation,50.61624776,-25.91461422,45.28115656,-43.39056481,28.75309879,18.94504724,-521.50247724,-19.96197554,0.93461109,-1074.89574646,-10.5201,0.38465332,-1042.06975979,-24.7639041,-29.46449302,-4.58723464,-44.04499992,-22.18107162,,-65.34621474,-8.85270972,3.93102419,3.13911727,3.62647099,-1.674288,-43.93861863,-74.71180758,-70.1230031,0.69223397,1.95044312,,32.86403605,0.93231006,Consumer Durables
IRDM,Iridium Communications Inc,2.32719514,17.3366965,3.20339877,36.38174106,30.01259303,6.47274793,8.07914825,10.63458866,94.6201232,,0.068,94.65859926,,1.20965169,-7.12978988,-2.6885402,0.05995803,-7.06442831,-8.57946989,4.88441934,37.92636686,1.82114705,2.81478817,2.67282951,0.054448,-0.81188481,-2.26230726,-0.9158862,1.52765056,4.1243807,,19.81221384,5.85926234,Communications
IRM,Iron Mountain Incorporated (Delaware),3.31624249,13.62660082,1.65813756,13.66919974,42.84955994,1.19832086,12.14697963,20.50096658,-99.8185118,23.09183739,1.9046,-99.82351575,23.71334839,10.91354804,11.69881919,1.29274725,2.12755297,13.52014443,87.1872675,-64.6076309,1.02510515,1.68855535,2.2789939,1.70338209,0.434972,2.34861035,71.35492354,2.80081407,,26.86443078,45.38859304,,3.29541876,Finance
IRT,"Independence Realty Trust, Inc.",1.59939024,148.40332614,-2.74078925,59.32956932,18.58796388,1.71802658,166.54240737,14.37635734,23.95833333,29.43349754,0.5255,23.83209991,162.9549889,18.6546279,0.39035172,0.36424271,-0.71831083,-2.71524937,134.4575761,1682.51831107,26.32974026,1.31122252,2.45503487,2.00336805,0.075,1.07270331,1.9505812,1.13348394,,0.80769355,42.05319494,20.40103879,4.49816099,Finance
ISD,"PGIM High Yield Bond Fund, Inc.",,-19.49244567,,-19.85947502,87.73394568,,,67.04970383,,,0.6016,,,51.14953463,-2.65000938,,,8.33333333,,-0.84972489,81.13905157,0.72859745,1.23267386,1.42125936,,3.33831648,4.26178132,3.36556832,,0.80083159,18.35106383,11.56942974,9.38732556,Miscellaneous
ISHG,iShares 1-3 Year International Treasury Bond ETF,,,,,,,,,,,,,,,,,,,,,,0.01486768,0.23896327,0.17043914,,,,,,,,,,Miscellaneous
ISPC,iSpecimen Inc.,-44.91418709,-6.58266775,-82.50914472,-9.05627745,42.68419214,-46.01207438,-82.49184658,-97.92141221,-42.3929099,-12.90322581,-1.1585,-43.25178098,-14.32864883,-98.49666944,-31.08082291,-19.91299449,-26.73452078,-94.57003064,40.03903148,43.46131932,-57.99888736,7.7962963,12.25523851,16.7159998,-0.35,-46.57623045,-55.84211157,-51.86246193,3.83642496,0.23732821,,,0.48203043,Commercial Services
ISPO,Inspirato Incorporated,-8.29661941,47.19250938,-40.03391046,43.55072372,32.97890198,-91.47279679,,-13.84915926,-674.61024499,-118.4024315,-9.1978,-708.70165746,-8.27707264,-6.9623477,195.23701722,-10.05611893,2.30516446,2029.02690887,-58.93707033,-342.36630422,-17.35276242,2.14211076,17.77593478,14.28909154,-3.283333,-8.78131349,-1013.19825524,-17.60556665,0.32855587,1.02309446,,,0.03625097,Consumer Services
ISPR,Ispire Technology Inc.,35.1855672,31.22763774,46.56184385,58.39248191,18.2307593,73.64285859,-311.00832453,-3.95234879,33.63636364,-216.01123596,-0.1125,32.05062241,-225.40582332,-5.2753555,-9.96844148,30.96596271,-4.97433654,1137.48190861,,-12.0255291,-7.44127859,1.74735605,4.12001658,3.25920895,0,-6.37168002,-28.27244356,-26.23173068,1.38198965,14.86269291,,,,Producer Manufacturing
ISRL,Israel Acquisitions Corp,,,,,,-40.70624586,-1321.73913043,,25.43554007,-1700,-0.0036,25.51135743,-1322.03992884,,1586.59311607,1.04782386,,2272.34,77.84859019,,,0.18885741,0.44855218,0,,,,,27.24958505,-4057.47126437,84.11437649,,,Finance
ISSC,"Innovative Solutions and Support, Inc.",8.42936963,20.37726435,-0.11613554,30.45582606,60.1080146,4.08643362,75.01846228,26.00989629,10.6557377,8.87755102,0.3201,11.97983169,9.05991863,19.91218317,30.53759876,63.54859845,4476.22164208,-33.26507818,-490.41422498,39.545183,21.3881087,4.36005626,3.56585966,3.47559914,0.09,10.73703043,15.613995,12.20855589,1.24718622,4.06579607,24.87939352,283.97257918,4.36431841,Electronic Technology
ISTB,iShares Core 1-5 Year USD Bond ETF,,,,,,,,,,,,,,,,,,,,,,0.1082837,0.19757908,0.15380619,,,,,,,,,,Miscellaneous
ISTR,Investar Holding Corporation,1.47555658,14.37120748,,,,,,36.36658635,-57.74222759,361.15278326,3.5043,-57.5225294,347.12369971,28.94205262,9.50160554,1.30222387,1.95291374,217.50051959,,34.18172314,33.31710839,0.82304527,5.44927198,4.86525974,0.2775,0.80829509,10.63228584,3.94934385,,0.4483276,4.42021445,,0.70758441,Finance
ISUN,"iSun, Inc.",44.05207673,68.72698992,84.88745981,39.27033983,11.64244699,52.18390805,-9.26528053,-23.87872288,32.01917954,-460.41697254,-3.817,16.21621622,-761.70789258,-70.3425634,-34.15927802,2.02701714,-12.64401919,28.12473006,-436.10169492,0.08244135,-7.6726878,3.47560976,13.52468291,11.36642144,-0.04,-58.93923102,-117.64664934,-101.137021,0.79314654,0.12981732,,8.92818981,0.0374502,Industrial Services
