Ticker,Description,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Price to Book (FY),Price to Earnings Ratio (TTM),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Industry
MCRI,"Monarch Casino & Resort, Inc.",7.50466919,20.86439019,14.35715736,20.60223285,45.23385021,15.21893433,21.60443784,24.80946701,7.65864333,26.74306462,4.4682,7.80796859,27.72894522,18.30602465,0.35961585,-0.14371164,-55.97573047,-79.92089457,,23.54912227,20.98708854,1.21252947,2.58917223,2.36035075,1.033202,12.81352324,17.03233489,16.46026219,0.47622071,2.11678038,13.53524828,,2.37244142,Hotels/Resorts/Cruise lines
PLAB,"Photronics, Inc.",-2.22410229,24.22377934,-1.811045,76.12904384,35.68168781,-1.5202528,61.06545404,25.69683548,-32.99445471,117.05053667,1.9413,-32.48265672,114.22568486,14.40617841,1.67114562,3.60558915,-5.74826211,-61.08281505,17.02850125,290.77820171,19.75006943,2.71307207,2.80904387,2.39947009,0.53,8.26754155,13.02037504,12.54452875,3.75989761,1.33495291,9.53231364,8.7044754,1.29351106,Electronic Production Equipment
ALEX,"Alexander & Baldwin, Inc.",5.35714286,-9.2519685,13.5483871,-15.03144654,58.61171367,9.20634921,-15.7732594,26.76789588,150.2739726,-244.71561531,-0.6997,150.94339623,-244.72934473,15.53145336,-4.92073625,1.63999772,5.55901265,-11.20416899,-500,-84.02597403,5.3362256,1.97704082,2.07313786,2.19931817,0.12,2.26435834,3.81534472,2.71731961,,1.09761493,,83.32145985,4.20443462,Real Estate Investment Trusts
KFRC,"Kforce, Inc.",-4.13968576,8.28161137,-3.38471909,9.79653553,29.03262576,8.45655296,7.65063459,6.83115448,14.91142926,3.80632601,3.679,14.58359038,0.3378693,4.40919706,-22.00424537,-4.4351321,-3.2710971,-60.63150596,6.47695531,26.44841664,4.83386088,1.99113554,2.60795768,3.48153929,0.767074,15.82922078,32.20788093,28.96031834,2.48898226,6.35197788,17.61622465,21.76387342,0.67005012,Personnel Services
CTS,CTS Corporation,-7.33656925,14.41614271,-7.79662996,14.39626709,35.71734067,5.00779147,19.31791885,16.01618078,8.94348894,,1.848,8.32751803,,10.15132849,12.6455689,-0.25717483,1.18828341,46.30687519,-0.45188456,51.58014184,18.20917445,4.02314687,2.47309833,3.88478095,0.443333,8.08146491,11.87274186,9.83249355,2.60031327,2.27989015,19.25679247,17.42188964,2.02052253,Electronic Production Equipment
GIII,"G-III Apparel Group, LTD.",8.76573759,16.63414708,11.29365814,11.74436242,33.26512182,42.50449077,-15.91734567,7.44481716,417.59530792,-168.92695811,-2.7923,407.97280593,-166.33382022,-4.12371294,-1.09836618,4.21102822,-10.40312192,24.39507552,-97.70945833,-175.2830718,-3.90882033,2.88129856,2.99448519,2.64522167,2.052007,-6.27880302,-12.16000993,-8.51199203,1.27854432,0.83674514,,5.96753951,0.3612429,Apparel/Footwear
ELME,Elme Communities,0.09187441,23.78289221,2.09444619,22.45098039,17.29916898,10.12825123,44.69990514,-0.82290572,-1532.13114754,1.19378123,-0.3559,-1570.54768288,-288.40332031,-14.74257331,-0.18059759,3.90394556,22.93137713,11.15070853,-88.02847198,-22.11261102,16.36116152,1.47859922,2.30763448,2.9692435,0.032182,-2.81824378,-4.35292761,-2.91417102,,0.89731022,,26.87317228,5.05962363,Real Estate Investment Trusts
GES,"Guess?, Inc.",16.62238197,3.69338845,30.27480039,-2.86862013,42.14493832,655.71536715,-16.3172718,9.13397957,,-15.06337973,2.1844,,-12.57992591,5.51491246,-5.0938556,1.98453572,-1.19795358,-1.6958647,,16.97567564,2.96518875,2.2243256,2.77013779,2.1547453,0.618802,5.95468421,31.80607731,10.2409617,0.82309563,2.16143485,9.90395877,10.41012841,0.55000272,Apparel/Footwear
SATS,EchoStar Corporation,3.07372434,0.62309893,5.96506463,-4.07807956,35.54289015,11.7052895,-8.55339663,9.52683384,-61.77905308,159.77536411,2.1047,-61.58190145,142.9516295,8.86099896,2.54414905,0.69837715,-0.20290061,0.16798206,,6.28413183,10.29551678,3.94932936,4.66972607,3.65834856,0.155178,1.81210624,3.21119852,2.18825036,5.6388125,0.31934743,10.01634715,5.46840227,0.59748681,Specialty Telecommunications
ACHR,Archer Aviation Inc.,,,8.69565217,-153.87405209,,-66.63568773,-38.21244122,,-60.34105815,9.80861244,-1.3195,-62.77630416,8.76940771,,-25.32535138,-4.82308757,13.75661376,-3.8961039,13.18242344,-85.36363636,,5.44217687,6.49236758,7.98002479,-0.255422,-82.47633666,-108.1274455,-104.98209052,2.67977172,2.16117719,,,,Aerospace & Defense
MSEX,Middlesex Water Company,12.17370794,13.47831858,29.37966927,24.70585803,37.12831058,22.59887006,15.94067655,25.91883473,68.04248862,15.44028951,2.3925,68.72869802,16.10705197,26.12076289,5.33668623,2.609028,4.12400455,10.9318142,-49.83031012,35.33117584,-18.45303323,0.36352142,2.5951126,1.71074875,0.86,3.43820939,9.29315925,5.08423422,0.38993639,2.79705056,30.33068909,,6.75499761,Water Utilities
STGW,Stagwell Inc.,1.06336526,169.29594639,8.85493756,4526.92386937,33.23089615,17.6329174,,10.48159164,-332.9787234,,0.1744,-1159.36794582,,1.00879724,-1.53487294,-1.22788574,14.94241598,-3.2043725,27.62273569,82.30544802,12.02029507,5.54216867,6.71141905,10.89384921,0.19625,-0.00302105,-0.03561861,-0.00576446,0.80546695,1.14516111,,1.72777378,0.18245297,Miscellaneous Commercial Services
TWKS,"Thoughtworks Holding, Inc.",-6.46168777,21.14996565,-7.59739977,-14.9519815,25.10719482,-31.3608621,-88.64570974,-3.33164126,-51.171875,-43.15878378,-0.339,-51.37535463,-18229.2173913,-8.13068279,-1.3505297,-2.45976878,-1.06851291,-11.78346725,-160.15787287,-33.59534238,4.72513535,3.67751061,4.4869488,3.85583126,0.025897,-2.5038796,-4.66657215,-3.0127582,3.01322386,1.43395492,,17.33907758,0.90653583,Miscellaneous Commercial Services
SEAT,Vivid Seats Inc.,2.68031764,35.4904094,-0.53087802,29.92439281,75.77606226,-35.65780596,16.75333259,13.94796376,151.44694534,,0.3561,152.10967,,4.7748195,-18.26837829,7.91591141,-0.19611042,-38.59175193,-73.54536489,-95.05619313,1.80201042,0.70175439,3.13319973,2.67813425,0.047217,4.76046184,,,0.93173221,-1.16633926,13.08651865,12.09028164,1.73202692,Movies/Entertainment
WALD,Waldencast plc,,,,,,,,,,,,,,,,,,,,,,3.98230088,8.09281173,8.9951975,0,,,,,,,,,Household/Personal Care
GEO,Geo Group Inc (The) REIT,-2.35412498,5.3228025,-6.10809978,17.80807451,24.4064211,-0.410971,21.91726126,16.11888955,7.26978998,99.70860473,1.1651,5.69018207,102.26446703,5.99425176,-17.12486512,-0.81294247,-1.50261235,-32.22876578,-99.55170242,-3.2146726,8.68362248,2.10826211,4.17583205,3.90331516,0.1925,2.77192322,9.89455589,3.17660855,,0.93811025,9.57550755,7.16265133,0.44571738,Real Estate Investment Trusts
SAFT,"Safety Insurance Group, Inc.",6.87703364,-9.59605663,,,,,,7.2666022,,-64.01618936,3.1651,,-64.69055871,5.82917631,-7.50859856,0.42622371,-15.59198976,2.13779217,95.80695613,-68.28541177,5.31084288,1.58984636,1.65458029,1.86059761,1.004496,1.9210111,4.38868674,4.11454342,,1.36660239,31.20189708,37.79661075,1.28260746,Property/Casualty Insurance
USLM,"United States Lime & Minerals, Inc.",10.79114066,24.77873768,13.1270903,18.7686466,29.669278,12.18248403,14.20475618,23.19839085,15.08428276,22.37200477,7.9975,15.24789523,22.63193413,19.23734914,16.4371903,3.77232459,-0.54525627,72.58566978,-36.49707102,45.67604268,15.90006352,0.92315627,2.28804279,1.46021722,,17.13937803,19.38688839,19.19782498,13.7158061,3.43131851,17.42984017,21.47461035,4.16706552,Construction Materials
WKC,World Kinect Corporation,11.25300222,88.4047508,-16.05773568,689.71255673,0.88506679,-18.40527578,,0.3616566,20.77759197,56.2999227,1.8198,16.33333333,54.95251018,0.19362955,37.39566505,7.48646203,-0.28480292,55.25534442,,181.29496403,0.53036186,3.95937244,2.80801391,4.37957448,0.473333,1.40551594,5.55783009,4.01189531,0.95695396,0.57161563,10.43508012,,0.02221226,Wholesale Distributors
HLIT,Harmonic Inc.,-1.06946444,23.22946511,1.0577113,23.01100057,48.66846839,-8.89946127,89.45088037,7.90342376,-69.90740741,100.96153846,0.2508,-69.46789711,112.63014939,4.50943025,2.35437936,-1.91286062,-1.15239519,-15.47273568,-557.5780655,-113.45838385,-0.60388155,3.3126294,4.78707394,4.40479963,0.008333,3.09890979,6.72850382,5.23437186,0.75751593,3.31468891,52.69106566,,1.84241112,Telecommunications Equipment
MPLN,MultiPlan Corporation,0.59046299,-3.38993667,-5.04265983,-13.19564792,43.18969062,-3.53776806,-8.25220088,30.95091672,-18933.33333333,-672.23994895,-0.8967,-17501.9138756,-661.23824451,-53.06136058,-9.93836559,-1.09294911,-0.03058176,-2.91593467,-159.12584521,-11.70520186,26.17623523,3.35365854,4.64980983,4.0135775,-0.057646,-8.68360916,-31.91302285,-9.73173038,1.41806193,0.58571969,,9.84748372,1.09260084,Data Processing Services
PTLO,Portillo's Inc.,8.40760984,9.74891205,26.20493294,-6.03771996,19.00838693,44.12516362,19.31336716,7.61483485,,,0.254,,81.09145527,1.84822451,28.06298289,2.28807954,1.42862887,64.05767767,,46.88387386,1.6739794,1.5394913,3.29913024,2.76028312,0.068571,1.01052372,4.86205663,1.80626094,0.43910274,2.82398898,66.47398844,,1.39551138,Restaurants
VTLE,"Vital Energy, Inc.",0.76840488,37.78283091,-5.30546516,63.24930427,59.58399539,6.86828609,61.7786412,55.79462889,136.708438,273.45841562,37.4407,158.74232052,335.50148957,32.87761949,7.34792055,29.63345886,34.23221412,-20.94167687,-724.9613063,,12.64595511,5.06736376,4.03657076,3.78411397,5.499,25.85051996,75.73254654,32.81005383,0.56007331,0.75153301,0.98817574,,0.60210831,Oil & Gas Production
MMI,"Marcus & Millichap, Inc.",5.21603184,0.3833575,3.69849354,-1.66475445,33.58741672,45.66795741,-26.4233865,10.41900708,-52.52865813,-26.88250888,2.5926,-49.64855135,-26.84424791,8.00862142,-3.9695828,-2.96312323,-3.14409254,6.19090121,,-99.2117922,0.1508364,1.67319331,2.56099036,2.21709066,-0.26,1.5902501,2.13049268,1.93177088,,1.5454556,79.12676056,,1.19756183,Real Estate Development
AMWD,American Woodmark Corporation,3.56686309,11.25433855,13.34601822,97.77073411,17.30345562,26.97433288,44.18817465,6.67297454,26.6851749,,5.6172,25.57645732,,4.53600813,-6.9646725,0.77897127,-0.67621445,-23.6809277,17.04473901,,7.42701578,1.2654368,3.27261524,3.33430645,2.065714,7.01973626,13.21984726,8.2218134,1.29099953,1.25156708,9.82264258,5.64398301,0.53948011,Building Products
AAT,"American Assets Trust, Inc.",1.34614158,12.45782645,-0.20448368,13.20174492,34.75161364,-0.50232406,10.1292934,27.14646704,-1.70682731,53.17124736,0.7245,-1.69226978,52.57083621,10.44699135,-0.99558405,-0.0577933,-0.04182909,-2.36248781,21.74956204,2.43171585,15.44807973,1.8510158,2.79235998,2.40393247,0.16,1.67056081,4.12173202,1.71481359,,0.88099989,22.44174265,13.74754193,3.11178036,Real Estate Investment Trusts
SPH,"Suburban Propane Partners, L.P.",-47.07930279,16.5050766,-75.00128304,29.40121452,21.04691085,-77.18675638,6.71132632,15.60182888,-105.07054402,12.51869038,2.1823,-105.03555807,13.7752152,9.304779,2.53425158,-3.006246,-1.89062693,-2.74958635,-38.6933737,-10.42313813,11.73487227,1.73548773,1.92354621,1.60815324,-0.45,4.11540964,15.727182,4.95591193,0.46839235,2.1433337,12.13620072,6.27878087,0.75145441,Wholesale Distributors
SAFE,Safehold Inc. New,,-47.402243,,-50.27231888,23.74296904,,34.57731162,-23.82522097,,-333.47323575,-22.1398,,217.99880738,307.76584773,-32.79196056,,,-34.49413799,,,126.54902531,5.69514563,3.96848217,3.50346841,0.353604,,,,,0.15225726,,,,Real Estate Investment Trusts
MATW,Matthews International Corporation,-1.5997331,5.46806461,-7.55990407,0.60960331,27.11037146,-5.65415078,-13.34610594,4.43808822,-4.44140758,-3595.49450549,-3.1809,-4.26207954,-3528.65979381,-5.66124774,-7.34750339,-0.68951595,-0.42820923,3.16132334,-72.88710628,-48.99609332,3.71872948,2.99657534,3.05540223,2.86601781,0.82,-3.13501615,-10.67134552,-4.2976789,0.92338274,2.18025696,,17.79702248,0.58978073,Miscellaneous Manufacturing
STER,Sterling Check Corp.,6.19721767,19.45803292,5.80371131,17.03952902,30.85257609,52.11630715,75.52169203,9.89929341,-45.16129032,,0.1963,-45.34686971,,2.53135833,2.55017457,-0.83398118,-1.45495319,3.2585132,89.93896966,52.61354423,13.0108688,2.7173913,3.67760348,4.21725302,0.29514,0.17874872,0.34318835,0.20307329,1.77846357,1.45212199,512.03703704,10.2408972,1.41451858,Data Processing Services
PMT,PennyMac Mortgage Investment Trust,-45.61465438,-105.82799371,-51.0417478,-127.94500514,,,-96.24766088,,216.37717122,-579.83289024,-1.2634,150.45669548,-230.35057309,,1.08080415,-1.20722407,-2.42888656,1.92962806,,,,3.85387395,2.66146708,2.8965301,0.3125,1.11210913,7.61777215,2.83317134,,0.7811132,11.32160986,,1.04042592,Real Estate Investment Trusts
ECVT,Ecovyst Inc.,14.44360183,34.18809851,72.27965501,28.69303836,26.10079265,77.61157279,41.61904631,15.42786216,,,0.5167,,,8.50993527,-2.41640125,-0.87489461,0.03852824,-1.42201676,,82.81167261,15.57454103,2.19659528,2.61442222,2.18408712,0.211425,3.56843776,9.33311571,4.1914412,1.45259194,1.57650498,17.1072366,10.66245185,1.43923754,Chemicals: Specialty
CIM,Chimera Investment Corporation,12.58541247,-29.54543836,12.46067758,-30.13046021,92.46883254,-6.62844475,-113.23945153,-25.57934001,-54.56193353,-203.2644492,-2.5085,-37.20322142,-176.56398762,-74.09226983,-13.01589892,-4.8868606,0.22913108,-4.16775351,250.9050294,-37.26246287,47.03777353,2.37580994,3.29827273,3.19007607,0.1775,0.03227751,0.16011089,0.04534213,,0.61946867,,5.31085229,1.74878158,Real Estate Investment Trusts
UCTT,"Ultra Clean Holdings, Inc.",3.20284698,12.97582794,4.84581498,8.13953488,19.58471971,-10.58394161,1.13981763,8.33087647,-53.92296719,-67.15464071,0.884,-54.25531915,-66.19246862,1.70155414,-3.18455614,0.09762977,1.97730956,-3.77833753,64.07185629,-135.19369665,-2.25750748,3.18142734,3.48285971,4.76331507,0.118967,0.02630541,0.05900749,0.0348675,1.86478202,1.19477841,,,0.5664562,Industrial Machinery
CDRE,"Cadre Holdings, Inc.",8.35719655,7.1495104,10.40448124,-0.08389819,36.15653606,32.67876752,-46.9078078,4.56756444,56.04513702,-56.21944595,0.1612,56.98371894,-54.03206698,1.27119477,25.70783461,2.81354843,-0.57372308,-0.82135009,16.60664936,12.48725243,9.15500495,1.65706052,2.79874909,2.08121974,0.214286,7.67720092,18.0746634,9.76383836,1.65208299,6.28993093,35.75997953,23.3873613,2.26036418,Aerospace & Defense
ZIP,"ZipRecruiter, Inc.",-7.25337281,22.06165898,-5.13832781,23.70636421,90.46060958,81.38839832,1639.59430164,10.74759382,199.12280702,2969.6969697,0.5065,186.96866893,3050.30737705,6.79755353,74.3533999,-3.48482058,-0.24182695,2114.5128124,454.81867025,-7.79848373,13.94087652,2.38210987,3.83522833,2.99514724,0.108601,7.95503965,95.94917884,9.62099834,5.33879355,37.7551393,19.8960939,9.75996974,1.37697123,Internet Software/Services
OPAL,OPAL Fuels Inc.,31.27160138,43.14608365,264.70588235,30.22075929,22.12657696,66.85114073,-17.18252687,1.70227082,,,0.125,1654.47635135,5291.9047619,4.76156434,69.32287236,10.75371434,-3.92552337,-21.5841783,27.32860376,-95.67480411,-58.17746005,1.00334448,6.39006503,5.9094128,0.165245,6.26723014,,,0.7839376,-0.22091726,8.36703389,,0.70846225,Industrial Specialties
ZUO,"Zuora, Inc.",4.80430671,14.23235988,6.8715874,18.10900538,61.61550366,17.54003934,-28.00140994,-24.92608947,-14.89061397,-88.15740162,-1.5062,-16.93184763,-99.11491074,-49.98144347,51.52293927,1.29077207,-0.50438347,338.37460642,-75.20871985,-415.63067608,-7.89700243,2.00276243,3.86816224,3.2505031,0.027143,-16.49544267,-72.52907738,-27.42611906,1.69723397,10.22984017,,,2.44829136,Packaged Software
NEXT,NextDecade Corporation,,,-2.36486486,40.86471409,,-1.71179235,-206.53952524,,-263.27147173,-91.26586014,-0.6482,-339.86177643,-172.56681338,,40.66770221,7.58786844,-23.89589905,161.40939597,-10.58081542,-145.56461001,,4.4600939,3.78835658,3.84367268,-0.21934,-62.04140378,-91.71938592,-91.56194428,1.17727554,11.16937598,,,,Oil & Gas Production
GLP,Global Partners LP,-4.92855791,42.49314081,6.25835967,86.8512332,3.25019973,3.72399603,103.72627394,1.91527801,49.58547742,663.35110434,10.0228,43.3080113,520.58725859,1.88087268,11.9130056,0.41589936,-9.97646672,-8.95848345,,,1.97691097,2.63389857,4.47696938,3.71802679,0.69,7.78339716,32.12508598,11.88138383,0.73854836,1.58041954,4.72015129,4.48473198,0.06071166,Wholesale Distributors
GRND,Grindr Inc.,10.26536938,33.72487709,12.85031172,62.82705661,54.47273287,25.57946102,-17.74146965,10.89967438,,-83.98791541,0.0053,,-83.17535545,0.43688947,-1.44999435,-4.02516402,-4.78707936,166.4371823,-25.81590909,46.99218407,25.74878855,1.54373928,2.86819452,2.04625252,,-3.97460507,-10.80885379,-4.91068268,0.90185326,252.40685225,,15.39511929,5.97961213,Internet Software/Services
CLB,Core Laboratories Inc.,-0.37006451,4.14309774,3.79652388,-5.86951336,16.11463342,110.58397637,-0.37811732,8.33144456,862,-1.65680473,0.4155,862.74757691,-1.38895929,3.9721482,-0.43022933,1.38658428,0.16319176,-11.13783844,,-36.02430556,3.00979101,2.56292906,3.1937309,3.16243106,0.21953,6.69737186,20.57552495,9.40263933,1.70973242,5.56015316,26.30507663,69.04629535,2.04700336,Oil & Gas Production
ENFN,"Enfusion, Inc.",4.27131386,34.6007162,3.05034515,29.29559827,68.67288775,20.23974182,98.02764896,-7.95748558,-78.37837838,96.28831814,-0.0896,-78.6417657,95.16539601,-5.09082202,16.68284866,-22.58566337,-6.16623947,,,,4.14036675,2.08333333,3.29051344,3.56871485,0.045714,5.49221275,10.45457936,9.72458289,4.33391481,8.90560279,192.23529412,59.08791534,6.49438981,Packaged Software
GBX,"Greenbrier Companies, Inc. (The)",-2.0626506,32.36410033,-1.17096019,44.66623037,11.21455025,1.96292257,71.65570175,5.24580184,26.57210402,32.59716048,1.8492,16.43192488,33.26226013,1.58540916,3.2948202,1.44580157,0.28636201,3.63109549,-334.32835821,46.15238817,-7.20663589,2.47795683,3.13437939,5.2220716,0.748,1.5964444,4.93778392,2.54245907,0.72833236,0.8100277,17.41822801,,0.25779027,Trucks/Construction/Farm Machinery
CLMT,"Calumet Specialty Products Partners, L.P.",-1.84202913,48.87865311,-26.16339193,145.48635409,7.48501078,-17.66169154,493.95348837,2.86128833,-164.23897582,36.80981595,-2.0394,-164.41281139,36.52412711,-3.45232253,28.85003995,1.43606439,6.43399692,7.11251498,33.99108848,-243.26241135,-9.29438624,6.37647059,4.9456657,9.7071751,0.139398,-1.68285543,,-3.70956024,0.34009347,-1.87894973,,,0.24257597,Oil Refining/Marketing
NOVA,Sunnova Energy International Inc.,19.24604963,130.68681955,5.01042874,69.51856596,33.45657982,,13.87315186,-17.77044595,28.6794491,-13.37400658,-1.4123,26.65086943,-17.02334067,-28.98420269,51.46325538,12.26746277,12.77129359,65.21875015,-22.7122615,-57.32909472,-215.46629848,9.72956731,9.09500838,10.36222952,-0.163653,-2.72551767,-17.91672476,-3.50014928,0.98560383,0.75207045,,,1.3792216,Alternative Power Generation
FBRT,"Franklin BSP Realty Trust, Inc.",18.49552977,40.94379408,16.56570709,46.75105752,89.82246956,17.91274559,26.42627401,58.09172513,77.34627832,-109.96696035,-0.3813,57.11782102,-43.85261847,4.6529999,-34.52457233,-5.87682864,-8.36022157,-41.33134964,,4.10793395,49.17554426,2.03748981,2.47220463,2.0959496,0.402,1.23496073,4.69987332,1.57367391,,0.78300588,20.72246548,,2.41796495,Real Estate Investment Trusts
CARS,Cars.com Inc.,0.66320301,4.84108113,-1.11522495,7.65303496,54.36932996,-9.25047315,6.5052451,10.25209673,711.21605667,63.25181758,0.247,719.98431919,59.44768789,2.63138577,1.75386341,8.31373519,-0.70786445,7.41930503,-0.7515568,-8.42851251,16.63878167,3.32005312,2.68203668,2.87564852,0.353992,10.56863775,25.99450995,12.55414745,1.30478671,2.60023312,9.13939394,7.89985499,1.54612664,Internet Software/Services
CMP,Compass Minerals Intl Inc,-49.50133787,23.80336352,-62.6450116,-7.63254113,16.24467487,-70.98092643,-30.72113381,4.21991801,,-140.73547116,-0.7444,,-140.96774194,-3.02226509,-26.32229035,-2.91925814,-12.68015018,-26.15204849,-148.98305085,-73.64341085,1.9130295,3.77708978,3.04870078,3.56239641,0.020632,0.74933527,2.9608405,1.01660176,0.7804878,3.23984301,111.87298665,,0.81946909,Chemicals: Specialty
B,"Barnes Group, Inc.",6.43150713,0.30918903,-6.15544439,-6.3991371,33.69280994,-13.84110549,-4.48107144,11.13540197,-225.65692353,-86.50334987,0.2639,-225.23052098,-86.5038599,1.06804963,-6.32911884,34.27960006,128.45230386,-5.43433258,,-69.72301386,3.20731843,13.03885045,4.36344417,12.29072514,0.35,0.87144987,1.87012285,1.08989655,1.39978822,0.74063914,41.51221567,19.28617796,0.74585478,Industrial Machinery
FWRG,"First Watch Restaurant Group, Inc.",2.31497687,21.45217925,0.64284413,15.03346939,14.47445909,-6.09413596,6.60102899,3.29118744,-15.46925566,,0.1148,-14.96794872,,0.94595446,18.97103591,4.26581003,3.09743754,7.04993767,191.09299517,-97.17700716,0.09833434,1.67164179,2.50577965,2.32817156,0.044161,1.50512781,3.17585156,1.6930146,0.73429155,1.89697909,60.37463977,47.77974794,1.27631091,Restaurants
CHGG,"Chegg, Inc.",-2.53090335,-1.20680438,-2.17405436,9.23352533,74.26042871,-2.86770631,-31.65058027,1.92424798,-731.81818182,,1.7793,1025.89204026,,34.76842392,-15.5461376,-16.65061244,-34.99736954,-28.74094499,-17.76083152,-11.47085591,19.40664783,3.6088475,3.4579213,3.66395433,0.174119,12.12263582,30.23187067,12.93025402,3.12802235,0.97750271,5.3265029,6.82035644,1.54960618,Miscellaneous Commercial Services
NKLA,Nikola Corporation,38.18476208,,15.09183725,-1455.78909003,-251.95671422,-12.1659083,-10.15761162,-1427.45302509,0.06501951,-2.07590569,-1.7751,-28.82065597,-13.58557901,-1543.01623217,27.27795462,-1.80073552,5.87123385,1295.13296903,36.44865447,-53.65885248,-1470.59911461,6,9.02599445,8.58762136,-0.138703,-66.60117094,-136.79618028,-87.64877171,1.37071986,0.98402182,,,12.49550033,Motor Vehicles
AHCO,AdaptHealth Corp.,6.53482419,21.02475622,41.57779044,-8.32290965,11.86752149,34.73643441,3.02001878,6.61194138,,-57.52129472,0.4987,-11.02225313,-55.6164559,2.33340459,-0.69974836,-1.52222852,-1.30764823,-1.7621307,-92.74565796,-124.25833552,-0.59099271,3.58126722,5.86650135,5.09688063,0.195831,0.75634617,1.82418152,0.89078707,0.99001699,0.45495877,57.54940711,45.71029359,0.32256138,Finance/Rental/Leasing
HAIN,"The Hain Celestial Group, Inc.",-1.62594483,-5.02962005,4.7602946,-7.30454027,21.58737156,34.88742842,-25.19610555,4.9711601,83.85102766,-256.26947974,-1.3036,83.84214574,-249.65007127,-6.48637487,-8.12505288,-0.62411344,-3.1292578,-7.9291335,57.83986656,-3.31711193,2.16737549,2.55707763,3.43732313,3.44080457,-0.057154,-4.94112494,-11.0930833,-5.8258465,1.21580824,0.97306363,,25.4368359,0.55131175,Food: Major Diversified
UNIT,Uniti Group Inc.,-2.1130211,2.57377863,-5.03767298,4.55960441,61.38369504,-2.7942183,3.41802249,51.47065989,,-107.85391714,-0.04,,-107.67643148,-0.83359392,0.87302721,0.92961408,0.53986491,3.05407956,,-71.27323436,2.88329596,4.53431373,5.03739898,4.92113885,0.11214,-2.36291585,,-3.68051708,,-0.42423997,,,0.6790249,Real Estate Investment Trusts
TRS,TriMas Corporation,0.92199494,3.11745284,1.04186047,-4.01126315,21.98499711,0.2241594,-14.67449643,9.26761934,49.54648526,17.64972434,1.5578,49.63702359,15.45978014,7.48673387,0.10432328,-1.06166504,-4.38619091,-0.38140537,236.00628931,-70.15477793,3.01075999,1.6603615,2.56704443,3.66916607,0.581,3.87767839,7.82858365,4.69549366,1.4286893,1.52603933,19.46281329,28.84707907,1.11968151,Miscellaneous Manufacturing
COMP,"Compass, Inc.",56.08023402,-6.27628095,162.46056782,-11.60984031,10.20937188,95.73889393,-12.7543036,-8.61748089,68.97067624,-16.3588172,-1.4048,68.21808511,-21.73649059,-9.99501496,-14.85615906,-5.8986723,-11.02035841,31.3931462,,-360.48284625,-6.0219342,4.95049505,6.1313174,5.7752746,-0.076667,-32.51592357,-85.09751625,-47.63459923,0.96710397,1.72409411,,,0.18567612,Packaged Software
SP,SP Plus Corporation,4.00376825,31.6196465,15.44885177,30.00702741,11.94396023,32.29571984,34.27518428,5.139131,46.64143803,45.12038848,2.1517,46.42857143,42.58675079,2.91820001,-6.58892128,1.84806753,-0.87268994,-4.54468374,770,63.01369863,4.60972303,1.16653258,1.42773372,1.28670292,0.7146,3.55404742,16.27811861,5.40944614,0.66687173,4.36454728,25.45658606,18.16538816,0.58726637,Miscellaneous Commercial Services
EIG,Employers Holdings Inc,-5.43680297,1.4791637,,,,,,8.31114226,-58.8357269,-58.08160721,1.7485,-59.88538682,-59.43000838,6.78346181,-2.04714086,-2.63746652,-58.97666068,1049.12280702,,1250,13.62298528,2.03862661,2.26418458,2.41139943,1.11,3.77876693,13.0250272,12.61793074,,1.07987136,8.49302052,18.78314619,1.15759177,Property/Casualty Insurance
DEA,"Easterly Government Properties, Inc.",0.2148273,6.82019937,3.17341878,1.24284767,33.26600955,1.44064238,4.61741344,24.35781285,29.02439024,-2.74521018,0.3401,32.30029388,4.52886305,10.53384468,0.11581282,-0.40162651,-0.15216358,3.15244883,72.48069143,7.43664487,43.4333767,2.3512476,2.48250959,2.14457678,0.05,0.88216882,2.00471572,1.01119641,,0.7601384,37.65811348,8.00183041,3.35145703,Real Estate Investment Trusts
DH,Definitive Healthcare Corp.,2.96616611,34.00399629,6.35459488,61.18152697,62.82556265,31.10634386,-46.6788293,-16.23737385,31.23877917,86.65420561,-0.0714,28.98947194,86.08692302,-3.24361226,0.23635035,-0.56706444,-0.72834409,1.90850552,-17.04970996,47.46496402,12.24012252,3.86266094,5.75888665,4.70180821,0.050602,-0.60987985,-1.35074465,-1.05746457,2.76217705,0.65370847,,26.77150917,2.76912145,Packaged Software
