Ticker,Description,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Price to Book (FY),Price to Earnings Ratio (TTM),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Sector
IIIN,"Insteel Industries, Inc.",-4.9422499,-21.48489657,-31.34482251,-66.85520247,10.07381529,-40.63673989,-72.67849421,5.34714135,-46.80851064,-73.93502599,1.66,-46.74869853,-74.07028182,4.99316069,-6.46237388,0.47846568,,,183.0116446,,17.25678848,1.07719928,2.987636,3.34258771,0.115,7.00150333,8.40584558,,4.23674575,,16.98557373,4.91518732,0.84820348,Producer Manufacturing
DWAC,Digital World Acquisition Corp.,,,,,,,-1229.36137799,,,-999.46236559,-0.409,,-999.4090264,,2.21406141,,,,,-23.7146345,,1.778157,2.71910087,1.70104193,,,,,,2.03427299,,,,Finance
FCBC,"First Community Bankshares, Inc.",12.59156092,7.3289354,,,,,,39.54005192,-26.37909581,-4.17658663,2.8174,-16.70344593,-8.80628518,31.14059382,-1.84525432,11.13373259,-46.35893355,10.32090199,-25.54168073,28.08287403,38.61641852,1.3864818,2.70548674,2.9299193,0.67,1.42951367,10.36905819,10.36231023,,1.10928772,10.1513019,9.4991265,3.31078377,Finance
DXPE,"DXP Enterprises, Inc.",0.88929848,32.93869134,5.44701338,28.4719305,28.50005943,4.74621275,89.33134328,6.64167171,10.71091043,196.6890595,2.4732,8.38452787,191.91925315,3.25188813,16.74857881,-1.77826562,-0.33153715,25.21721131,-118.74586001,-96.85429399,0.06604395,2.04437401,3.06221046,3.14817674,0.96,5.71892292,15.49343602,7.46681674,1.94271632,1.55875532,10.43834906,37.39716506,0.35308724,Distribution Services
MHD,"Blackrock MuniHoldings Fund, Inc.",,-150.55553218,,-220.11961928,,,-75.3026853,,,-187.21103654,-0.2339,,-186.25983351,,-15.00886753,,,-26.8173656,,223.53225662,,0.5988024,1.10113931,0.94725117,,-1.02636063,-1.66268057,-1.04104646,,0.73624676,,13.59662785,,Miscellaneous
EBF,"Ennis, Inc.",-4.07389437,7.95547156,-2.76725126,14.23167107,30.34709856,-3.79203672,25.00080528,13.95364455,-6.4761054,64.20720721,1.8227,-6.23119897,63.20474777,10.95320688,6.15959789,0.72729109,1.84206038,-15.14578305,-40.9477707,-3.84449831,9.82870852,0.04814636,1.61863268,1.34913382,0.4,11.79585361,13.97924254,13.6503304,4.30421475,1.61675953,11.72487728,10.08005785,1.25603418,Commercial Services
VMO,Invesco Municipal Opportunity Trust,,-93.94910466,,-108.54930017,-119.37582707,,-2623.93709884,-2967.41418988,,-6173.58490566,-1.6625,,-6181.26237062,-3384.31882558,-16.53513586,,,-17.20187674,,-18.86884769,1181.74159406,0.7585335,1.22781047,0.91987755,,-8.43150683,-14.20667804,-8.53801396,,0.74796996,,13.66044465,161.43115632,Miscellaneous
MLAB,"Mesa Laboratories, Inc.",-8.89712364,18.848835,-7.10178991,25.93782761,50.44641227,-21.95988299,17.5404656,1.51542815,-189.96478873,-50.5275164,0.1735,-189.85270049,-50.29396045,0.42450246,-6.43751705,-2.90421134,-7.07898193,-16.22521905,-15.87052989,-32.62912822,10.69883148,1.6437807,4.10429231,3.13046672,1.786667,0.27385876,0.47360542,0.31355528,2.02548178,1.36147104,294.30678466,14.82858676,2.44429038,Health Technology
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund,,-95.7375087,,-101.64021426,-36.19839003,,-120.01838716,-1053.20695923,,-120.87395927,-2.462,,-120.87523837,-1097.72786289,-20.70896648,,,333.33333333,,,-46.46844975,0.96836669,1.53655727,1.43189323,,6.25708922,6.93401706,6.32486242,,0.76847139,10.16352857,,37.2726058,Miscellaneous
AORT,"Artivion, Inc.",7.23545879,5.00374788,8.91499376,3.60775676,59.66206591,,23.41225351,4.77518332,75.18007203,-26.1571013,-0.477,74.98515439,-29.53867028,-6.08498067,-3.81488225,2.74583825,-0.14290567,-1.44016042,,20.82145851,-4.51545465,0.91743119,3.76384563,2.74895292,-0.062,-3.67233305,-10.04473269,-4.47359423,2.43887604,1.85590093,,,1.62168985,Health Technology
CION,CION Investment Corporation,-34.54425145,2.50330297,-42.01234515,-3.73343353,69.52285216,,-33.6452066,61.75725096,,-57.59112217,0.8866,,-57.7809774,30.92241183,5.03337107,-1.06282475,-2.5597668,15.68025176,9.50634022,-31.74811471,24.05658923,1.02145046,1.81521177,1.77415316,0.39,2.17637495,4.63561709,2.20705907,,0.6145543,13.72083275,12.3689693,3.04273441,Finance
TVTX,"Travere Therapeutics, Inc.",4.7444423,-6.80117807,3.49691657,-11.71730495,80.81719477,-1.54357198,-93.53784282,-118.65030328,11.02424386,-45.11445563,-4.3678,0.81199106,-54.63404612,-131.34828175,-13.39731894,-8.88384633,-0.16541926,55.53808219,15.22624683,-837.42522495,-87.95573961,3.22128852,6.72369812,4.42544233,-1.06,-40.56142693,-225.06753344,-56.99898772,3.85591441,10.71235672,,,2.40054526,Health Technology
PRAA,"PRA Group, Inc.",43.96420665,-10.84588323,104.00684643,-13.67235331,70.31602779,,-13.13274654,33.48046912,93.53528628,-27.31525021,2.9369,93.51174334,-36.04046779,12.13269563,-4.36459904,-4.90290911,-6.76106813,-4.55501382,29.04895047,-88.68449256,0.86386177,3.00807043,5.40030252,5.98815882,-0.374,-0.51707499,-1.83296049,-0.59295841,,0.43308957,,,0.63883427,Commercial Services
APLD,Applied Digital Corporation,64.81985661,547.93543104,95.87713535,,19.86568458,,-86.00465163,-79.53314558,-67.64705882,-15.37153958,-0.4751,-76.99675575,-89.82142857,-80.60008666,115.79326519,29.50923044,12.02133391,585.24808033,6.86394851,-22.14028382,-130.36720104,2.19848243,10.5340635,6.82086183,0.083333,-20.83409921,-52.55611322,-36.38108003,0.22117762,8.11507777,,,5.96910785,Technology Services
GNE,Genie Energy Ltd.,-11.22098104,-2.39119742,-0.67249949,-30.00112977,11.78142797,-6.48008516,-167.06176366,-11.97538181,6.13577023,211.22897554,3.2567,5.02390687,200.55795167,18.17841852,20.98359227,-2.40708508,10.17770598,13.05104408,-23.28484195,16.71501406,25.2472753,1.51120375,3.74798976,3.68919963,,21.22614206,29.87733136,29.62618462,2.5810769,2.82840386,8.01533009,7.12487231,1.41650536,Utilities
CECO,CECO Environmental Corp.,14.76328811,30.38409329,14.79986748,30.36839788,28.72887913,39.3029792,81.96705838,6.61174038,88.61209964,1140.89775561,0.4976,88.27098079,1121.3884993,4.12112809,21.26973525,2.65166465,-1.46431753,63.94284647,,145.95581352,6.21659288,1.10677083,3.29113231,2.13008157,0.19,2.99526376,7.45612394,4.72058519,1.37716502,2.47674824,33.72859025,120.38547982,1.15699694,Producer Manufacturing
ZEUS,"Olympic Steel, Inc.",-0.66448429,10.71409573,5.85089155,-4.80990437,18.21577428,34.78097308,-20.40481853,5.2245126,52.12142522,-25.24564304,7.8667,52.13735818,-24.8820745,3.55200606,-12.70623259,-1.24728644,-7.42528234,-45.18437323,-60.05171876,,6.28627456,0.39674253,3.50774862,2.37014153,0.85,3.89467539,7.87960178,5.05952952,1.42440378,1.03304025,13.54508429,2.90330616,0.24128224,Producer Manufacturing
OABI,"OmniAb, Inc.",-58.94556416,70.01554046,-83.37848606,116.51668352,72.4935254,-257.99256506,43.44089342,-46.10931496,-140.6504065,20.0122212,-0.2618,-141.44262295,17.40995488,-37.80489869,36.81780422,-1.8889166,2.5485343,86.25270758,-141.96115654,-247.84954524,-38.19591381,1.4176663,4.58914292,2.94067028,-0.138333,-5.13198662,-5.93066445,-5.6939166,4.78280599,1.54750172,,,7.70436421,Commercial Services
CCB,Coastal Financial Corporation,19.05444006,188.89202785,,,,,,15.9684171,4.23942889,39.37497102,3.0059,4.15624243,50.43510461,12.81517443,19.30369153,2.44129801,2.71651374,-10.76478638,-28.58437439,135.78190357,20.27084575,1.47133435,2.7301316,2.37613076,0.93,1.52239699,20.19729852,17.1648349,,2.1620488,10.97724965,4.34346592,1.18220857,Finance
ETNB,"89bio, Inc.",,,5.45454545,-203.79746835,,-47.79936071,-13.76806745,,4.4993546,34.62979483,-2.9312,-33.14259953,-13.20876146,,21.18062824,-0.36575572,0.44228038,3.3353954,-14.51537745,-5.29514341,,2.3054755,8.11396576,6.07371176,-0.526134,-37.06761068,-45.43952077,-42.46083586,18.95906568,2.34601078,,,,Health Technology
EGBN,"Eagle Bancorp, Inc.",13.65320553,10.86683417,,,,,,42.64580242,21.0241894,-20.42527757,4.3934,18.39564249,-20.2392878,31.68532758,-5.88769859,-0.48811118,-12.4260042,158.49229414,-59.51745311,-17.08162218,33.41045011,1.46726862,4.12447723,5.03796429,0.716667,1.20507475,10.71116277,9.94345531,,0.45374783,4.2329302,3.23727125,0.97365588,Finance
EDIT,"Editas Medicine, Inc.",-70.69333063,-22.83119324,-83.78475984,-34.72744132,67.85206981,13.8879333,-16.75766775,-1146.25608766,20.64942367,-12.76872278,-3.2103,17.83587568,-14.50894017,-1118.26298701,-24.08355634,16.77379041,0.13194388,66.60095534,-6.47734525,-5.63918966,-920.59151786,2.17729393,5.85852975,4.30288248,-0.575089,-36.65702992,-47.56330237,-45.61469228,8.08940987,1.23882623,,,23.98191345,Health Technology
ADTN,"ADTRAN Holdings, Inc.",1.07004372,82.15430086,5.3126849,49.8491252,31.9111177,66.20600302,104.36655714,-3.85798256,3.27421555,81.59819921,-0.0327,3.27878366,76.40995947,-0.19862784,235.86925339,-2.87099678,9.16533593,2919.34386877,1.59351313,-2203.64524615,-5.97736208,1.19760479,4.25860128,3.16078279,-0.024,-5.70661793,-12.52883492,-10.4821499,1.39911058,0.5270701,,,0.3905909,Electronic Technology
UHT,Universal Health Realty Income Trust,2.49720141,7.64342558,-5.15093128,6.23939027,33.83834483,-18.13706687,5.68307597,34.96386207,-22.07430341,-80.69194456,1.5297,-22.04530164,-80.66980562,23.28496552,1.52418289,-0.22322906,0.49839741,4.12066032,23.3122154,2.92218311,52.58372414,1.2701773,2.27097196,2.55507803,,3.05176769,8.16076901,3.21077442,,2.27684755,28.32833583,11.62024829,5.59250367,Finance
AMBC,"Ambac Financial Group, Inc.",7.01754386,34.39716312,,,,,,149.60422164,60.77050539,,11.311,60.60606061,,138.52242744,-36.38756374,-2.12471712,-2.81135789,-41.75162187,-68.83116883,,352.24274406,0.77922078,2.69230246,2.20457432,-0.09,5.33725335,46.41101278,8.56624319,,0.41812658,1.133321,0.37402683,1.79331382,Finance
HAYN,"Haynes International, Inc.",-5.81532339,45.25248696,-15.59686508,167.63906368,21.68021514,-16.80184875,485.96707186,11.64108869,-29.11709455,,3.5708,-29.06464251,,9.10449557,15.70852129,0.07939924,-8.20399496,898.92473118,,-680.2929101,-19.30795721,0.89393573,2.68341243,1.7979222,1.0275,6.88076,11.67809228,10.16057328,1.34711086,1.37564063,11.69836918,,0.92401902,Non-Energy Minerals
TITN,Titan Machinery Inc.,12.80425398,29.05533365,12.67270171,27.41461391,19.18878598,18.37468618,32.18971552,6.26092538,15.74783267,53.64811269,4.4939,15.93925759,54.56124174,4.55224401,25.56632903,10.07985603,24.37242925,43.45600066,27.52800316,-189.6988492,-4.3465233,1.34548611,3.69403727,3.19897576,1.527843,8.9515266,21.68917922,17.34022318,0.23915203,0.97510808,4.45923976,,0.21024393,Distribution Services
KAMN,Kaman Corporation,0.31664114,-2.96646088,7.71294211,-27.65067433,23.78303421,31.91178313,-80.55231386,-3.25323674,,-205.38314176,-1.6503,,-205.83844674,-6.71927624,24.43507704,-1.65897815,-4.42458924,177.66709061,,-97.01686514,0.14346743,1.05691057,2.65915082,2.406189,0.079092,-3.67486277,-6.69937506,-4.77527079,0.81574519,0.76353273,,11.87460437,0.69612669,Electronic Technology
PCN,Pimco Corporate & Income Strategy Fund,,,,,95.75367897,,-218.17426983,-70.80914648,,-134.18223701,-1.8299,,-184.56411441,-72.73805751,10.38757934,,,68.61742526,,,,0.90909091,2.7242069,1.94762795,,,,,,0.94948253,,,,Miscellaneous
ATNI,"ATN International, Inc.",0.3590384,20.41423113,2.78366794,20.36030635,34.30047744,1.21033545,28.07891698,2.36019539,92.85551763,52.14957296,-0.6667,,74.46625656,-0.77782141,6.1708786,1.76198445,3.47641805,19.29756525,,-123.49769477,-7.88183177,0.8623253,2.5802819,1.87395208,-0.144333,-0.55873565,-1.61811678,-0.84101503,0.95239618,0.9127225,,,0.70819871,Communications
NRDY,Nerdy Inc.,-0.69337129,15.64081784,0.65703022,20.87442972,68.40869271,9.14451226,3.72059364,-55.53622476,83.082889,-764.1509434,-0.4122,82.57883894,-836.72929346,-21.7619033,-25.09413193,-5.58389139,,303.21046373,-196.04267034,-21.0310074,-32.77840961,2.74636511,5.81868661,4.45173909,-0.082442,-35.61413106,-101.08484688,-98.52348191,3.60920493,6.28502965,,,1.70374453,Technology Services
GNLX,Genelux Corporation,-100,,-246.42857143,,91.25406578,17.78350515,85.09257909,-27.22262378,46.67140488,69.41600577,-0.2121,43.83442686,68.20735132,-47.04553668,-31.93453113,114.57991242,-48.02213001,4.11678717,-23.72845286,45.02657555,-32.70690278,1.65082541,7.5150878,3.09715487,-0.176667,-72.95401788,,-1439.66861598,3.64089871,-13.7082119,,,45.99142774,Health Technology
VMEO,"Vimeo, Inc.",-1.68658647,10.55714133,0.29582755,14.08177865,74.39126338,185.44839255,-24.64836765,-18.4447657,,-55.14636449,-0.4929,,-50.83480205,-18.38010475,-6.76511216,1.1395702,-3.42465753,37.87835523,,-369.19468335,-8.7460857,1.61290323,4.15055596,4.35905685,-0.044175,-3.59348577,-6.114859,-6.00708889,1.39176027,1.47115593,,22.85810871,1.23018439,Technology Services
FPI,Farmland Partners Inc.,-8.58585859,18.30534027,-22.98064516,13.72893856,65.50236889,-25.13949631,30.65215612,40.80052279,644.65408805,,0.1649,362.89156627,16.21459313,18.96912269,3.44388221,-2.51522205,6.77996422,-14.51420527,-153.87536448,148.97919502,20.91978435,1.04463438,2.14389013,1.74126304,0.073333,1.50764152,3.14682104,1.71828528,,0.98482362,45.29032258,44.97141536,10.51097384,Finance
TILE,"Interface, Inc.",11.42356791,8.12405552,16.59799944,1.15544689,33.72575638,80.53893649,-6.40816495,8.74808058,,-64.72366149,0.3268,,-64.78803632,1.4821418,-4.77829146,-2.653277,-4.36379531,-0.80800664,-46.71162869,-57.99242553,1.89719081,0.78299776,2.94309594,2.32432302,0.256667,0.32272822,1.11650519,0.43482261,1.50947678,1.4368301,131.08504399,6.26161682,0.40354268,Producer Manufacturing
TRDA,"Entrada Therapeutics, Inc.",-28.06809184,,-29.32561997,-69.65085049,,-197.74766177,-90.66786643,,-279.14645975,-84.53979492,-3.0235,-288.49265808,-84.94859064,,-17.58377938,3.87199334,350.12634823,,-114.64054085,-60.92853793,,0.89686099,6.9735976,3.45047159,-0.735,-20.85529814,-35.58420294,-29.93175525,3.09826108,2.3056381,,4.25950899,11.91985782,Health Technology
BIT,BlackRock Multi-Sector Income Trust,,-24.45688317,,-26.03436595,86.04234133,,-192.95333223,-114.18528956,,-201.56691213,-1.8344,,-201.77165611,-121.62383517,-19.49548383,,,-24.44882354,,120.50021591,166.45933605,0.28964518,1.18049639,1.07467186,,0.04253526,0.06925727,0.06925727,,0.94302767,1396.63636364,11.28374416,15.35259635,Miscellaneous
ELVN,"Enliven Therapeutics, Inc.",,,,-528.28282828,,,34.46428919,,,,0.2264,,,,-1.80146509,,,-100,,23.19646025,,1.11111111,7.00339967,4.13599248,-0.473333,,,,,0.91873765,,,,Health Technology
FCEL,"FuelCell Energy, Inc.",-33.47936061,87.51742473,-34.82685048,-161.82760245,-21.29992949,-18.97218326,-201.62475629,-108.78115324,30.20833333,-22.31856134,-0.3809,29.22193394,-41.23200237,-109.37892768,7.36579804,10.08710276,27.79167361,-6.4368552,-5.67171569,-73.51642771,-102.11596824,3.53982301,8.98757984,6.82617195,-0.080666,-12.66577586,-15.85697439,-14.1173903,7.27363336,0.68123523,,,3.41281306,Electronic Technology
NRDS,"NerdWallet, Inc.",-15.50707547,41.96522655,-16.43132221,49.25239234,92.61458527,-22.30769231,124,-1.11337911,-753.99061033,77.19741202,-0.1445,-729.41176471,76,-1.89274448,16.918429,-9.17938509,-6.66666667,-15.89403974,-301.13636364,54.43037975,-1.33605493,2.27272727,5.20519952,5.19142262,-0.08,0.15860428,0.19093079,0.18529957,5.17714286,1.46744579,940.14084507,36.10140845,0.8579749,Technology Services
AMCX,AMC Networks Inc.,-5.41071327,0.61531553,-9.29742382,-5.81855279,47.58257994,3.59666235,1.99020698,18.62072084,-32.30378676,-96.9907608,0.1736,-32.20828105,-96.96962442,0.24524107,-2.00228007,0.13257705,-0.43870829,-1.75895841,,36.33228281,4.44243504,1.01180438,4.66068684,3.57033674,1.301394,-0.10962241,-0.62606029,-0.16790572,1.33136007,0.63261995,,3.58886892,0.17127481,Consumer Services
CASS,"Cass Information Systems, Inc",-4.69863463,20.69747661,,20.34331015,95.63125974,,25.95785194,22.90345314,4.8136646,26.63694204,2.5278,3.58643878,22.02489162,18.63454844,0.70930341,1.37939352,,,,51.5739943,24.42074017,1.2885906,2.75392979,2.14935131,0.59,1.20937672,15.54585636,,,2.49972671,16.83773652,,2.53905548,Commercial Services
ARCT,Arcturus Therapeutics Holdings Inc.,-88.00311054,1566.79342989,,,,-195.57239729,,8.43547784,-205.8197379,,0.3451,-203.53863735,,4.53837155,14.65655501,-8.54112555,-2.92699102,37.03612646,,,13.95346579,3.1152648,5.10158708,4.47883044,-1.691808,20.91681213,35.22106113,29.09050722,4.26414301,1.90287573,6.697787,4.04911544,1.95669736,Health Technology
PHAT,"Phathom Pharmaceuticals, Inc.",,,15.75342466,-19.00191939,,-5.50265611,-27.69119866,,5.39874552,-29.98919864,-5.0545,-8.33289258,-37.41929206,,-12.99734468,84.04208041,3.01116568,134.39090879,44.32214227,1.1473199,,2.22222222,5.67382745,5.35465381,-0.892857,-77.28366013,-3489,-114.56424363,11.95669529,-5.0274375,,,,Health Technology
ACCD,"Accolade, Inc.",3.90234484,17.13464572,10.0082093,20.82545684,32.73788215,9.09361401,6.2152037,-42.8278745,17.16517432,-234.27505054,-6.4485,14.53825926,-273.32282902,-126.57582984,-29.75117636,-2.44225523,-0.51744145,-0.91934432,50.03529827,27.33791138,-13.19951975,3.57675112,6.26929614,4.64084045,-0.446923,-15.84979653,-29.9884105,-18.1043624,3.04383366,1.03821014,,,1.33671262,Technology Services
FRPH,"FRP Holdings, Inc.",5.75439984,20.05445227,11.3836884,77.07036297,40.21771031,-0.85197018,27.99280528,21.33347563,5.68561873,-83.88729768,0.4838,5.84070796,-83.82066277,12.17950428,3.9198456,0.04245289,0.02071738,0.08295546,74.22658417,,59.59819642,0.35185185,2.07648159,1.79495008,,0.6389549,1.08929549,0.75532799,,1.25464655,115.97938144,19.37401455,12.79317249,Finance
UFCS,"United Fire Group, Inc",-0.02096562,-8.07922783,,,,,,1.53359366,-8309.55882353,-81.51561381,0.5937,-8224.2074928,-81.34972827,1.5336957,-5.84361455,3.10529539,0,-6.5253846,,-121.25337181,-0.3456963,0.54294176,3.22358597,2.78826449,-0.004259,-2.11022178,-8.03544715,-7.51945073,,0.69011749,,11.43554465,0.4869105,Finance
TYRA,"Tyra Biosciences, Inc.",,,-3.61445783,-111.42857143,,-11.76759526,-124.22747438,,-11.20628123,-108.17966903,-1.3209,-11.71717172,-110.40921883,,-13.28564029,-1.9772206,134.58268934,121.63989856,2.32605178,-108.32582152,,7.83972125,7.18452345,8.00934568,-0.353333,-18.82449314,-19.54138281,-19.22643235,44.5413506,1.95481262,,,,Commercial Services
FC,Franklin Covey Company,15.6826867,17.2517933,15.60244432,18.57506833,72.95018661,62.29396771,58.92020708,9.22306642,167.08437761,31.4576412,1.2662,162.39217941,35.28591353,7.01184366,3.80566704,-6.98934148,-14.13408373,-26.72306759,103.8897893,10.09983174,18.67174451,2.21848081,2.40574859,2.69131659,0.485,7.41818345,22.14341632,18.92762161,0.87345607,6.47367206,33.71961314,16.23504982,1.96311325,Commercial Services
CYRX,"CryoPort, Inc.",-9.22680166,6.58961044,-10.48040564,8.13101181,37.42798501,-203.56543624,-202.19812427,-12.53345246,-166.85823755,85.02007252,-0.9254,-229.29673484,86.45037891,-15.73393123,-6.3754721,-1.66576186,0.21567201,2.07303509,-103.89914577,-52.05635948,-10.09705955,4.12667946,6.02259967,5.78229978,-0.31475,-3.72473675,-6.95276895,-3.91492644,13.82138421,0.93869866,,,2.11304732,Transportation
GLDD,Great Lakes Dredge & Dock Corporation,-16.05692086,-10.65456263,56.90419636,-70.51318696,6.99650575,55.71059925,-69.92478972,-0.88242412,,-169.15236052,-0.5156,,-168.89262017,-5.2490748,-0.38031139,-1.69747169,-0.22201964,7.74539597,,-97.55989229,-21.93868193,0.65189048,3.10207106,2.41928898,-0.106667,-4.2098217,-10.90725109,-5.34628016,1.11999491,1.37869299,,,0.86013337,Industrial Services
HOUS,Anywhere Real Estate Inc.,-5.2064632,-13.4661155,-32.03463203,-33.52984525,13.05732484,-14.16666667,-40.75774971,4.37174291,574.16520211,-188.37959069,-2.522,578.94736842,-183.67346939,-4.15460336,-10.9430959,-2.57276089,-9.4751773,-2.94198515,50.64935065,-137.08487085,-2.90966995,3.49344978,6.68781953,7.46082107,-0.292217,-6.77784578,-22.17217217,-9.35684866,,0.28549298,,34.37733333,0.09032405,Finance
YORW,The York Water Company,21.85572365,8.96605526,37.38053097,3.92299204,59.58775245,40.12390671,7.33839715,40.76355705,78.49882721,8.00800801,1.4027,78.59293731,15.28497409,32.60018981,11.27637827,3.62972877,5.46330833,-4.71684578,-147.23433555,-149.03056769,-47.47506702,0.42289259,1.80481453,1.38042409,0.46,4.05017646,10.08827055,6.12770431,0.55522696,2.44571101,24.26128591,,7.78707094,Utilities
WIW,Western Asset Inflation-Linked Opportunities & Income Fund,,-68.7992414,,-71.64519216,86.84914891,,-256.04736578,-343.22743432,,-262.98087492,-2.2242,,-262.98428125,-357.08338758,-18.43748643,,,-3.21840874,,-188.36614463,-58.07909976,1.2254902,0.93195188,1.05873269,,-5.52093011,-8.70303414,-8.70303414,,0.74301511,,,35.15689464,Miscellaneous
HLLY,Holley Inc.,1.77520978,-0.63967947,3.18580754,-12.40176241,34.71379909,8.4251607,-42.22784677,8.3743091,204.14364641,,0.6292,205.60395573,,10.71650095,4.74294585,0.67221168,2.78522329,0.77685935,999.58301744,-120.12598425,-0.18564383,2.82655648,3.51836264,2.78646249,0.02875,2.6741015,8.19216793,3.18199457,1.12169246,1.20248495,14.93006993,26.28886377,0.76675035,Producer Manufacturing
COMM,"CommScope Holding Company, Inc.",-4.15188609,7.4696915,-6.94569728,8.12302467,24.83826573,-16.60637948,14.32277191,5.82893553,-881.42857143,-154.13745839,-6.4894,-3052.94117647,-178.18849978,-13.94544923,-11.87148837,-1.51098174,-0.17465433,-0.25984739,,,0.96119461,3.78151261,8.43158819,7.18096159,0.255714,-9.81535028,-1838.38383838,-12.25024464,1.14469099,-0.32077893,,1.62448119,0.05812488,Electronic Technology
CFB,"CrossFirst Bankshares, Inc.",10.96166514,25.28291926,,,,,,29.18390995,-0.79171742,-7.66059516,1.2319,-0.37869382,-11.25725729,23.17459481,17.24778857,3.26689085,-15.31941008,6.71649643,-10.12833533,-10.75722809,29.26366797,0.97943193,2.98685475,2.31095131,0.3575,0.95640617,9.74689916,7.43515093,,0.81277837,8.20277979,5.1602283,1.34858114,Finance
LAND,Gladstone Land Corporation,0.03773229,18.47898245,3.69066546,8.84644767,47.89995069,1.85341705,17.66094384,38.01268546,,-50.43297541,-0.4343,348.85714286,34.70672389,5.27589762,7.82072435,0.15997757,-0.70575931,-5.65171104,716.22354856,-9.8830788,26.51620422,0.6468101,1.96676296,1.31934928,-0.093333,0.88198424,1.80550969,0.92178656,,0.66760729,,15.89278865,5.44369564,Finance
BGY,Blackrock Enhanced International Dividend Trust,,,,,80.73906824,,-252.90916225,-208.90195342,,-254.41561533,-0.6487,,-252.21662607,-209.18588164,-12.48726734,,,,,1577.94387381,68.90388036,0.47946633,1.09638734,0.68793453,,15.44013864,15.66741779,15.66741779,,0.83048829,5.09451997,15.45368984,11.64674414,Miscellaneous
JOUT,Johnson Outdoors Inc.,-7.45516167,-1.10370371,2.9893144,-18.94168623,36.03769397,38.64518634,-35.40149498,8.92036779,-0.5146857,-47.01184581,4.3658,-0.40374134,-46.64132116,5.98516187,0.8370323,0.65660125,-1.5928439,15.81989839,,-355.18479236,-12.62304014,0.44489383,2.60181272,1.96372299,-0.32,6.54356756,8.99642683,8.23571861,2.34588919,1.02162498,11.19411432,11.60014015,0.66094048,Consumer Durables
HCI,"HCI Group, Inc.",-1.31908331,23.31082999,,,,,,-11.6834113,-16.97131334,-3024.30913349,-6.2434,-18.66793015,-3104.80349345,-11.01923081,-1.38010167,-7.4845798,6.04717077,238.73092318,-194.04795487,-100.57304269,-0.11329902,0.60054907,2.9551724,2.04385347,0.220278,-1.75695594,-9.08116106,-4.57811644,,3.08206337,,,1.26547785,Finance
HROW,"Harrow, Inc.",28.22280964,22.24046581,31.61731718,16.4940474,71.34939895,48.55892949,31.86628187,2.05203454,36.70770634,25.71676803,-0.513,36.33900346,21.77486533,-15.89931712,60.05247689,2.98439526,0.38702887,43.9645441,,91.70541194,-1.00682883,1.70212766,4.77892745,5.46734669,0.056667,-10.11082096,-115.64852962,-11.44321093,2.24853331,15.43029279,,,4.22225905,Health Technology
STEM,"Stem, Inc.",37.89184779,184.97852729,590.12671595,525.82520951,10.0809962,27.83050394,-40.77236697,-33.47870406,11.14186851,15.6654151,-0.8086,,-22.56968116,-34.17653865,19.30334024,7.84122453,13.07757744,29.32142917,-342.88449266,-4.41926614,-30.34079013,4.07523511,8.34362187,7.49615372,-0.173149,-6.49841376,-16.96985252,-8.48946196,1.44772727,0.8978924,,,1.20240714,Producer Manufacturing
DDD,3D Systems Corporation,5.73921937,-12.60608896,6.19559217,-24.65141141,36.94080824,14.06154651,-2160.15206984,-21.57831054,2.37050044,-136.80515814,-0.9647,1.78783862,-138.28791624,-22.91819616,-6.61584573,-0.73473231,1.86703414,-0.45720152,37.22550273,-409.74247173,-16.90014144,22.5,6.34442618,6.42386982,-0.05232,-8.33325039,-16.24460915,-9.69586464,4.08524462,0.65310993,,,0.94270741,Technology Services
MCBS,"MetroCity Bankshares, Inc.",-1.20973145,16.75272197,,,,,,54.81000336,-13.19727891,1.85572181,2.437,-12.81660055,1.46026807,37.61596885,10.33691783,1.03421871,-0.25047095,-24.69881643,,-38.36996506,20.03316829,0.1523616,2.28231583,2.31333751,0.495,1.55805131,14.56578892,7.37600772,,1.40832579,9.39632546,,2.49984621,Finance
HLVX,"HilleVax, Inc.",,,-15.78947368,-74966.66666667,,-4.08420169,-282.83122978,,-3.22942994,-25.11497642,-4.2439,-3.7673398,-56.05128506,,149.46012473,-4.79763159,29.05743974,-77.0303103,-39.28641636,-799.22343324,,2.27703985,6.47568433,6.06195588,-0.82,-29.56062407,-35.55507868,-31.14063866,13.7986149,1.48522246,,,,Health Technology
